image_path,source_dataset,original_label,claricyte_label,split
demo_data/images/Segmented_Neutrophil/SNE_142694.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_289676.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_47527.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Monocyte/MO_142497.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_893709.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_266780.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_432100.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_256427.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Lymphocyte/LY_209350.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Lymphocyte/LY_249223.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Monocyte/MO_663123.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_726052.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_951529.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_719631.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_730423.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_956597.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_210086.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_446865.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_123704.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_577568.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_94561.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Monocyte/MO_240882.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Lymphocyte/LY_179236.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_659706.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_630026.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_13364.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_553342.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Band_Neutrophil/BNE_340725.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_729891.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_274574.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_245773.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_376623.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_794687.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Monocyte/MO_453943.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_783793.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_968296.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Monocyte/MO_479584.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Segmented_Neutrophil/SNE_26596.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_901254.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_937806.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_745431.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Monocyte/MO_437529.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_333432.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_377830.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_556405.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_635770.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_914393.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_105120.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_311939.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Lymphocyte/LY_526858.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Eosinophil/EO_141524.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_918028.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_553112.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_75762.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Lymphocyte/LY_106354.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Eosinophil/EO_834382.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_358297.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_44826.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_906650.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_928577.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_333712.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_87220.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_741846.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_34065.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_12267.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Basophil/BA_386187.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_759715.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Lymphocyte/LY_13675.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Lymphocyte/LY_519097.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Eosinophil/EO_168236.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_616487.jpg,acevedo,basophil,Basophil,val
demo_data/images/Lymphocyte/LY_205694.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Lymphocyte/LY_305059.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Monocyte/MO_605192.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Segmented_Neutrophil/SNE_701866.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_504600.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Monocyte/MO_101258.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Segmented_Neutrophil/SNE_66862.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Basophil/BA_808405.jpg,acevedo,basophil,Basophil,val
demo_data/images/Segmented_Neutrophil/SNE_754575.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_551942.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_271699.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_487530.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_812635.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_497822.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_853528.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_189990.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_960718.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_742968.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_435917.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_425475.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_366402.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_836401.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_932486.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Basophil/BA_991876.jpg,acevedo,basophil,Basophil,val
demo_data/images/Lymphocyte/LY_759072.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Eosinophil/EO_390334.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_715291.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_740199.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_784826.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_79214.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_447437.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_621496.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Monocyte/MO_571631.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Basophil/BA_484450.jpg,acevedo,basophil,Basophil,val
demo_data/images/Eosinophil/EO_999450.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_892611.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Segmented_Neutrophil/SNE_891808.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_261424.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_637008.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_775807.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Basophil/BA_679732.jpg,acevedo,basophil,Basophil,val
demo_data/images/Segmented_Neutrophil/SNE_517174.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Basophil/BA_447906.jpg,acevedo,basophil,Basophil,val
demo_data/images/Segmented_Neutrophil/SNE_181877.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_581311.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_54103.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_358508.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_258433.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_601688.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_175269.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_191112.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Lymphocyte/LY_440047.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Basophil/BA_860031.jpg,acevedo,basophil,Basophil,val
demo_data/images/Lymphocyte/LY_494497.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Basophil/BA_459209.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_179980.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_487054.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_113869.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_748204.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_123180.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Band_Neutrophil/BNE_387976.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_558465.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_599188.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_444606.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_178593.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_46088.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_500300.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Segmented_Neutrophil/SNE_923091.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_692915.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_218533.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_2862.jpg,acevedo,basophil,Basophil,val
demo_data/images/Lymphocyte/LY_929854.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Eosinophil/EO_254268.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_343324.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_519286.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Monocyte/MO_140976.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Monocyte/MO_321187.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Lymphocyte/LY_83666.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_350976.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_36531.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_404174.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Basophil/BA_130694.jpg,acevedo,basophil,Basophil,val
demo_data/images/Eosinophil/EO_159974.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_802945.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_775809.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Segmented_Neutrophil/SNE_325145.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Lymphocyte/LY_873630.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Segmented_Neutrophil/SNE_520928.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Lymphocyte/LY_130930.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Monocyte/MO_144254.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Lymphocyte/LY_875657.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_905474.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_158217.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_282222.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_45660.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_671954.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Basophil/BA_636027.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_148682.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_946465.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_993312.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Basophil/BA_545506.jpg,acevedo,basophil,Basophil,val
demo_data/images/Segmented_Neutrophil/SNE_153736.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_139958.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_578285.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_147464.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_372222.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_905351.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_192796.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Basophil/BA_518773.jpg,acevedo,basophil,Basophil,val
demo_data/images/Segmented_Neutrophil/SNE_230831.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_725331.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Basophil/BA_147981.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_330959.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_797783.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_398276.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_394622.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Basophil/BA_139733.jpg,acevedo,basophil,Basophil,val
demo_data/images/Lymphocyte/LY_563513.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Segmented_Neutrophil/SNE_513366.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_943855.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_84318.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Basophil/BA_363451.jpg,acevedo,basophil,Basophil,val
demo_data/images/Monocyte/MO_888484.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Basophil/BA_413080.jpg,acevedo,basophil,Basophil,val
demo_data/images/Eosinophil/EO_108396.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_746004.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Lymphocyte/LY_834838.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Monocyte/MO_562918.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Lymphocyte/LY_625010.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Segmented_Neutrophil/SNE_133297.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_343960.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Monocyte/MO_820730.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Segmented_Neutrophil/SNE_651779.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Lymphocyte/LY_722941.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_831588.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_773334.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Basophil/BA_262646.jpg,acevedo,basophil,Basophil,val
demo_data/images/Basophil/BA_93417.jpg,acevedo,basophil,Basophil,val
demo_data/images/Monocyte/MO_596314.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Band_Neutrophil/BNE_96863.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_806352.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_36183.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Basophil/BA_547170.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_976754.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Basophil/BA_468972.jpg,acevedo,basophil,Basophil,val
demo_data/images/Eosinophil/EO_422295.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_872934.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Eosinophil/EO_223866.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_141631.jpg,acevedo,basophil,Basophil,val
demo_data/images/Lymphocyte/LY_154997.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Basophil/BA_799126.jpg,acevedo,basophil,Basophil,val
demo_data/images/Segmented_Neutrophil/SNE_311362.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_310148.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Lymphocyte/LY_613623.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Eosinophil/EO_490551.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Monocyte/MO_440210.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Monocyte/MO_564124.jpg,acevedo,monocyte,Monocyte,val
demo_data/images/Eosinophil/EO_341843.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_338195.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_129727.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_609494.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_386792.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_241705.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_625432.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Segmented_Neutrophil/SNE_376675.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_594721.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Band_Neutrophil/BNE_698403.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Band_Neutrophil/BNE_977712.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Basophil/BA_89223.jpg,acevedo,basophil,Basophil,val
demo_data/images/Band_Neutrophil/BNE_403012.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_769464.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_353550.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_818755.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Segmented_Neutrophil/SNE_307829.jpg,acevedo,SNE,Segmented Neutrophil,val
demo_data/images/Eosinophil/EO_537164.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_266370.jpg,acevedo,basophil,Basophil,val
demo_data/images/Lymphocyte/LY_415793.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Basophil/BA_511856.jpg,acevedo,basophil,Basophil,val
demo_data/images/Eosinophil/EO_261509.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Eosinophil/EO_821178.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_665299.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Band_Neutrophil/BNE_704297.jpg,acevedo,BNE,Band Neutrophil,val
demo_data/images/Eosinophil/EO_287971.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Basophil/BA_499861.jpg,acevedo,basophil,Basophil,val
demo_data/images/Eosinophil/EO_863038.jpg,acevedo,eosinophil,Eosinophil,val
demo_data/images/Lymphocyte/LY_771696.jpg,acevedo,lymphocyte,Lymphocyte,val
demo_data/images/Basophil/BA_399438.jpg,acevedo,basophil,Basophil,val
