image_path,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity
demo_data/images/Basophil/BA_237069.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_240977.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_254820.jpg,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_266945.jpg,big,irregular,unsegmented-indented,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_271614.jpg,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_298364.jpg,small,round,unsegmented-indented,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_301562.jpg,big,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_303637.jpg,big,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_313484.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_319331.jpg,big,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_337027.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_379184.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_399254.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_401869.jpg,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_418106.jpg,big,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_422994.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_425674.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_461177.jpg,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_462792.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_4744.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_476625.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_478314.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_482920.jpg,small,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_49215.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_493318.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_493706.jpg,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_497743.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_505139.jpg,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_50941.jpg,big,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_514550.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_526172.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_527667.jpg,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_530459.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_532264.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_559801.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_563406.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_566824.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_567394.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_580.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_580588.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_594734.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_602661.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_6162.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_619254.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_622087.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_640409.jpg,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_641976.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_647514.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_647570.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_658350.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_666432.jpg,big,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_674430.jpg,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_685684.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_689718.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_691060.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_695712.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_705900.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_717119.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_733311.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_74973.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_754114.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_760001.jpg,big,irregular,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_761947.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_770604.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_786828.jpg,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_791032.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_801667.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_804739.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_809385.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_812916.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_815713.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_818588.jpg,big,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_820417.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_84086.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_845115.jpg,big,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_87226.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_8742.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_874689.jpg,big,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_878109.jpg,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_878312.jpg,big,round,unsegmented-round,low,densely,yes,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_891878.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_893914.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_915476.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_922772.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_929127.jpg,big,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_932159.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_94405.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_952797.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_985011.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_988506.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_992703.jpg,small,round,irregular,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Basophil/BA_995394.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,coarse,purple,yes
demo_data/images/Band_Neutrophil/BNE_109895.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes
demo_data/images/Band_Neutrophil/BNE_113656.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_124086.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_125604.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_128511.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_128562.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_131871.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_138667.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_150545.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_153786.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_163974.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_174448.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_180631.jpg,big,irregular,unsegmented-band,low,densely,yes,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_197336.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_197399.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_212416.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_221104.jpg,small,round,irregular,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_225075.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_227495.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_239868.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_242171.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_246456.jpg,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_252085.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_268233.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes
demo_data/images/Band_Neutrophil/BNE_270323.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_273585.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_277078.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes
demo_data/images/Band_Neutrophil/BNE_278616.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_279176.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_279206.jpg,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_286728.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_288032.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_295498.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_297581.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_309023.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_30987.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_314545.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes
demo_data/images/Band_Neutrophil/BNE_315281.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_315947.jpg,small,round,unsegmented-band,low,densely,yes,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_31736.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_319497.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_331697.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_332400.jpg,small,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_333793.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_338982.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_345170.jpg,small,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_347724.jpg,small,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_351029.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_357822.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_364260.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_366749.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_376075.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_38919.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_389215.jpg,big,round,unsegmented-band,low,densely,yes,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_394928.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_397228.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_39767.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_398566.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_409857.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_430604.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_434568.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_436110.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes
demo_data/images/Band_Neutrophil/BNE_443350.jpg,small,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_4555.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_46272.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_462747.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_491118.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_494996.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_509596.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_510336.jpg,small,round,unsegmented-band,low,densely,yes,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_512963.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_515542.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_520014.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_520896.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_53428.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_538408.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_544250.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_545123.jpg,small,irregular,unsegmented-band,low,densely,yes,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_545407.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_547029.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_553117.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_555286.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_558159.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_579098.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_582893.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_585707.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,purple,yes
demo_data/images/Band_Neutrophil/BNE_596214.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_603801.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_623314.jpg,big,round,unsegmented-band,low,loosely,no,clear,light blue,small,purple,yes
demo_data/images/Band_Neutrophil/BNE_623488.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_627756.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_642218.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_643351.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_654315.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_659216.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_659430.jpg,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_666016.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_677665.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_680877.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_688044.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_706135.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_709653.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_721486.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_726259.jpg,big,round,unsegmented-band,low,loosely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_727973.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_731008.jpg,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_733616.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_734804.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
demo_data/images/Band_Neutrophil/BNE_734929.jpg,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes
